HospitalCode,TypeDescription,Age,ServiceSupport,AssetCondition,ServiceIntention,FrequencyMaintenanceRequirement,MaintenanceComplexity,TotalDowntime,AlternativeBackup,Operations,MaintenanceCost,Make,Model,Manufacturer,Brand,PurchaseDate,MonthsToFailure,FailureClass
PRK319,Infusion Pump,15,0,0,2,2,1,146.86,0,2,0.0,USA,Sigma Spectrum #906,Baxter Healthcare Corp,Sigma,2009-04-06,9,2
PRK311,Physiologic Monitoring System,2,1,0,1,1,1,2.16,0,2,1949.75,Netherlands,IntelliVue #662,Koninklijke Philips N.V.,Philips,2004-08-02,23,2
PRK320,Infusion Pump,7,1,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #116,Medtronic,Alaris,2017-05-20,,1
PRK342,Physiologic Monitoring System,8,1,0,1,1,1,445.62,1,2,331.83,Netherlands,IntelliVue #86,Koninklijke Philips N.V.,Philips,2012-03-31,18,3
PRK342,Ventilator,2,0,0,3,1,1,0.84,0,2,661.78,Germany,Evita V500 #711,Drager Medical AG & Co KGaA,Evita,2006-12-23,23,2
PRK319,Ventilator,4,1,0,3,1,1,6.73,0,2,430.78,UK,Blease 8200p #848,Blease Medical Equipment Ltd,Blease,2003-07-29,40,3
PRK333,Infusion Pump,5,0,0,2,1,1,161.05,0,2,676.47,Ireland,Alaris GP #989,Medtronic,Alaris,2001-10-12,50,2
PRK319,Physiologic Monitoring System,17,1,0,1,2,1,313.45,1,2,42.0,USA,CARESCAPE #411,GE Healthcare,GE,2016-09-27,29,3
PRK333,Physiologic Monitoring System,22,1,0,1,1,1,74.52,0,2,6216.83,USA,CARESCAPE #401,GE Healthcare,GE,2015-03-16,17,2
PRK333,Infusion Pump,12,1,0,2,1,1,119.91,0,2,855.88,Ireland,Alaris GP #9,Medtronic,Alaris,2017-03-06,13,2
PRK319,Physiologic Monitoring System,8,1,0,1,1,1,0.0,0,1,0.0,USA,CARESCAPE #515,GE Healthcare,GE,2015-05-23,,1
PRK319,Infusion Pump,20,1,1,2,1,1,21.65,0,1,2121.13,Ireland,Alaris GP #931,Medtronic,Alaris,2001-08-27,34,2
PRK360,Sphygmomanometers,16,1,0,1,1,1,10.02,1,2,3.65,Malaysia,MV-BP100 #68,Med-Vantage Sdn Bhd,MedVantage,2011-11-25,20,2
PRK340,Infusion Pump,30,1,0,2,2,1,34.7,0,2,1911.92,USA,Sigma Spectrum #613,Baxter Healthcare Corp,Sigma,2006-05-31,8,2
PRK340,Ventilator,2,0,0,3,1,1,74.83,0,2,4512.58,USA,Smartvent 7900 #91,Datex-Ohmeda Inc,Smartvent,2012-12-19,44,2
PRK300,Physiologic Monitoring System,9,1,0,1,1,1,96.21,0,2,95.09,Japan,Life Scope #177,Nihon Kohden Corp,Nihon Kohden,2010-04-14,37,3
PRK312,Infusion Pump,5,1,0,2,1,1,0.0,0,2,677.31,Germany,Infusomat Space #667,B. Braun Melsungen AG,Infusomat,2017-02-25,51,2
PRK320,Physiologic Monitoring System,2,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #837,Nihon Kohden Corp,Nihon Kohden,2018-07-19,,1
PRK360,Infusion Pump,9,1,0,2,1,1,76.14,0,2,1682.65,Ireland,Alaris GP #189,Medtronic,Alaris,1997-09-09,30,3
PRK312,Ventilator,30,1,2,3,1,1,0.0,0,2,0.0,USA,Smartvent 7900 #812,Datex-Ohmeda Inc,Smartvent,2020-01-14,,1
PRK319,Physiologic Monitoring System,3,1,0,1,1,1,13.61,1,2,12.41,USA,CARESCAPE #124,GE Healthcare,GE,2008-08-12,44,2
PRK360,Infusion Pump,30,1,1,2,1,1,69.94,0,2,70.83,Germany,Infusomat Space #862,B. Braun Melsungen AG,Infusomat,2010-10-09,10,2
PRK333,Infusion Pump,16,0,0,2,1,1,747.84,1,2,2809.22,Germany,Infusomat Space #894,B. Braun Melsungen AG,Infusomat,2013-10-09,12,2
PRK319,Physiologic Monitoring System,20,0,0,1,1,1,177.24,0,2,1870.42,Japan,Life Scope #586,Nihon Kohden Corp,Nihon Kohden,2019-08-19,11,2
PRK341,Infusion Pump,20,1,2,2,1,1,0.0,0,2,163925.36,Ireland,Alaris GP #879,Medtronic,Alaris,2007-09-11,13,3
PRK333,Defibrillator,12,1,0,3,1,1,16.92,0,2,715.98,USA,Lifepak 20e #591,Physio-Control Inc,Lifepak,2017-05-06,8,2
PRK360,Physiologic Monitoring System,6,0,0,1,2,1,32.24,0,2,0.0,USA,CARESCAPE #34,GE Healthcare,GE,2015-11-03,22,2
PRK300,Physiologic Monitoring System,2,0,0,1,1,1,62.39,0,2,19113.29,Netherlands,IntelliVue #847,Koninklijke Philips N.V.,Philips,2001-09-09,52,2
PRK350,Infusion Pump,3,1,0,2,1,1,33.44,0,2,7437.21,USA,Sigma Spectrum #135,Baxter Healthcare Corp,Sigma,2014-02-19,55,2
PRK319,Physiologic Monitoring System,13,1,0,1,2,1,11.31,1,2,115.84,Japan,Life Scope #625,Nihon Kohden Corp,Nihon Kohden,2010-06-04,23,2
PRK350,Sphygmomanometers,6,0,0,1,1,1,14.09,0,2,4712.71,Japan,HEM-907 #205,Omron Healthcare Co Ltd,Omron,2015-08-07,25,2
PRK358,Infusion Pump,4,1,0,2,1,1,47.8,1,2,1397.19,Ireland,Alaris GP #3,Medtronic,Alaris,2004-04-24,29,2
PRK358,Infusion Pump,10,1,0,2,1,1,0.0,0,2,94.95,Ireland,Alaris GP #801,Medtronic,Alaris,2014-06-03,33,3
PRK358,Infusion Pump,11,1,0,2,1,1,9.49,0,1,1395.37,Germany,Infusomat Space #667,B. Braun Melsungen AG,Infusomat,2012-04-19,26,2
PRK342,Infusion Pump,15,1,0,2,1,1,97.36,0,2,184.35,Ireland,Alaris GP #519,Medtronic,Alaris,2011-02-05,29,3
PRK311,Physiologic Monitoring System,4,1,0,1,1,1,1432.93,0,2,0.0,Japan,Life Scope #944,Nihon Kohden Corp,Nihon Kohden,2002-03-24,33,3
PRK300,Infusion Pump,8,1,0,2,1,1,79.21,0,2,473.66,USA,Sigma Spectrum #328,Baxter Healthcare Corp,Sigma,2006-07-12,23,3
PRK320,Physiologic Monitoring System,5,1,0,1,1,1,89.25,1,2,3212.56,Netherlands,IntelliVue #528,Koninklijke Philips N.V.,Philips,2019-11-20,40,3
PRK333,Infusion Pump,3,0,0,2,2,1,4.62,1,2,632.75,Ireland,Alaris GP #723,Medtronic,Alaris,2016-12-12,50,2
PRK319,Infusion Pump,18,1,0,2,1,1,205.72,0,2,161.05,Ireland,Alaris GP #154,Medtronic,Alaris,2016-08-02,29,3
PRK342,Infusion Pump,17,1,2,2,1,1,19.25,0,2,2460.34,USA,Sigma Spectrum #939,Baxter Healthcare Corp,Sigma,2000-06-09,21,2
PRK342,Defibrillator,2,0,0,3,1,1,0.0,0,2,0.0,Netherlands,HeartStart XL #995,Koninklijke Philips N.V.,HeartStart,2009-07-15,,1
PRK360,Physiologic Monitoring System,9,1,0,1,1,1,1398.03,0,2,89.8,Netherlands,IntelliVue #837,Koninklijke Philips N.V.,Philips,2017-05-20,21,3
PRK326,Infusion Pump,20,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #469,B. Braun Melsungen AG,Infusomat,2001-01-06,,1
PRK350,Ventilator,15,0,0,3,1,1,17.06,0,2,422.4,USA,Smartvent 7900 #538,Datex-Ohmeda Inc,Smartvent,2016-02-10,2,2
PRK342,Infusion Pump,4,0,0,2,2,1,142.52,1,2,48586.25,USA,Sigma Spectrum #339,Baxter Healthcare Corp,Sigma,2016-02-16,16,3
PRK360,Infusion Pump,21,0,2,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #462,B. Braun Melsungen AG,Infusomat,2008-07-15,23,3
PRK342,Infusion Pump,20,1,0,2,1,1,65.27,0,2,4537.66,Ireland,Alaris GP #896,Medtronic,Alaris,2002-11-09,23,2
PRK319,Radiographic System,11,1,0,1,1,1,0.0,0,2,0.0,Germany,Somatom #431,Siemens Healthineers,Siemens,2018-11-06,,1
PRK300,Physiologic Monitoring System,7,0,0,1,1,1,47.25,1,2,0.0,Netherlands,IntelliVue #680,Koninklijke Philips N.V.,Philips,2002-01-22,43,2
PRK360,Physiologic Monitoring System,4,0,0,1,1,1,1.44,0,2,5528.85,Netherlands,IntelliVue #274,Koninklijke Philips N.V.,Philips,2013-01-30,23,2
PRK342,Infusion Pump,9,0,0,2,1,1,135.92,0,1,16.32,Ireland,Alaris GP #443,Medtronic,Alaris,2007-12-15,19,3
PRK350,Infusion Pump,23,1,0,2,1,1,4554.28,0,2,98.11,Germany,Infusomat Space #715,B. Braun Melsungen AG,Infusomat,2011-05-22,18,3
PRK350,Physiologic Monitoring System,4,1,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #372,Koninklijke Philips N.V.,Philips,2011-06-11,,1
PRK342,Infusion Pump,25,1,2,2,1,1,4.09,0,2,8031.81,USA,Sigma Spectrum #355,Baxter Healthcare Corp,Sigma,2018-06-06,11,2
PRK342,Defibrillator,15,0,1,3,1,1,230.32,0,1,11098.7,Netherlands,HeartStart XL #890,Koninklijke Philips N.V.,HeartStart,2019-08-18,26,2
PRK358,Physiologic Monitoring System,9,1,2,1,1,1,11.43,0,2,122.27,Japan,Life Scope #908,Nihon Kohden Corp,Nihon Kohden,2014-11-25,26,2
PRK358,Infusion Pump,20,0,0,2,1,1,57.68,1,2,0.0,Ireland,Alaris GP #316,Medtronic,Alaris,2015-03-27,14,3
PRK326,Physiologic Monitoring System,9,1,0,1,1,1,15.22,0,2,4.9,USA,CARESCAPE #129,GE Healthcare,GE,2015-07-17,32,2
PRK300,Sphygmomanometers,8,1,0,1,1,1,0.0,0,2,0.0,Malaysia,MV-BP100 #447,Med-Vantage Sdn Bhd,MedVantage,2018-11-25,,1
PRK300,Infusion Pump,17,1,1,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #627,Medtronic,Alaris,2011-09-30,,1
PRK330,Physiologic Monitoring System,9,1,0,1,1,1,15.78,0,2,154.09,Netherlands,IntelliVue #403,Koninklijke Philips N.V.,Philips,2018-09-10,6,2
PRK358,Defibrillator,9,1,0,3,1,1,3.07,0,2,656.7,Netherlands,HeartStart XL #63,Koninklijke Philips N.V.,HeartStart,2013-01-29,20,2
PRK358,Infusion Pump,5,0,0,2,1,1,92.4,0,2,2628.58,USA,Sigma Spectrum #970,Baxter Healthcare Corp,Sigma,2007-04-28,45,3
PRK330,Defibrillator,7,1,0,3,1,1,9605.42,0,2,1136.02,Netherlands,HeartStart XL #189,Koninklijke Philips N.V.,HeartStart,2010-09-01,17,2
PRK319,Infusion Pump,27,1,0,2,1,1,340.7,1,2,144.61,Ireland,Alaris GP #877,Medtronic,Alaris,1997-07-17,6,2
PRK333,Physiologic Monitoring System,1,1,0,1,1,1,50.93,0,2,525.21,Japan,Life Scope #521,Nihon Kohden Corp,Nihon Kohden,2005-04-13,56,2
PRK358,Ventilator,4,0,0,3,1,1,12830.85,0,2,99.6,USA,Smartvent 7900 #696,Datex-Ohmeda Inc,Smartvent,2019-01-28,11,2
PRK341,Physiologic Monitoring System,5,0,0,1,1,1,2.31,1,2,239.57,Netherlands,IntelliVue #786,Koninklijke Philips N.V.,Philips,2002-11-15,2,3
PRK311,Infusion Pump,8,1,0,2,2,1,153.78,1,2,370.85,Ireland,Alaris GP #586,Medtronic,Alaris,2011-12-31,19,2
PRK320,Physiologic Monitoring System,7,0,0,1,1,1,1477.77,0,2,3808.13,Japan,Life Scope #985,Nihon Kohden Corp,Nihon Kohden,2021-01-14,43,3
PRK340,Infusion Pump,10,1,2,2,1,1,8.73,0,2,5412.88,USA,Sigma Spectrum #500,Baxter Healthcare Corp,Sigma,2015-03-16,42,2
PRK340,Infusion Pump,1,1,2,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #744,Medtronic,Alaris,2006-01-13,,1
PRK358,Infusion Pump,10,1,0,2,1,1,17.56,0,2,693.5,Germany,Infusomat Space #105,B. Braun Melsungen AG,Infusomat,1999-01-01,44,2
PRK358,Physiologic Monitoring System,27,1,2,1,1,1,29.64,0,2,3418.64,USA,CARESCAPE #896,GE Healthcare,GE,2021-01-14,2,2
PRK310,Infusion Pump,9,1,0,2,1,1,114.25,0,2,485.34,Ireland,Alaris GP #897,Medtronic,Alaris,2010-09-06,12,3
PRK319,Infusion Pump,7,1,0,2,1,1,2.28,1,2,0.0,Germany,Infusomat Space #63,B. Braun Melsungen AG,Infusomat,2007-04-30,55,2
PRK326,Defibrillator,8,1,0,3,1,1,8.92,0,2,6710.62,Netherlands,HeartStart XL #975,Koninklijke Philips N.V.,HeartStart,2006-03-26,38,2
PRK319,Infusion Pump,6,0,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #236,Baxter Healthcare Corp,Sigma,2017-06-24,,1
PRK330,Infusion Pump,15,1,0,2,1,1,2.32,0,2,607.9,USA,Sigma Spectrum #741,Baxter Healthcare Corp,Sigma,2012-04-22,12,2
PRK300,Infusion Pump,11,1,0,2,1,1,28.14,0,2,79.58,Ireland,Alaris GP #960,Medtronic,Alaris,2009-12-21,34,2
PRK300,Infusion Pump,11,1,1,2,2,1,3.53,0,2,17.44,Ireland,Alaris GP #286,Medtronic,Alaris,2015-04-26,9,3
PRK358,Physiologic Monitoring System,20,1,1,1,1,1,3.91,0,2,1023.39,Netherlands,IntelliVue #737,Koninklijke Philips N.V.,Philips,2002-10-27,15,3
PRK310,Infusion Pump,15,1,0,2,1,1,286.76,0,2,0.0,USA,Sigma Spectrum #391,Baxter Healthcare Corp,Sigma,2018-02-20,5,2
PRK358,Infusion Pump,1,0,0,2,2,1,0.0,1,2,0.0,Ireland,Alaris GP #713,Medtronic,Alaris,1998-08-15,,1
PRK319,Sphygmomanometers,6,0,0,1,1,1,36.87,0,2,6465.24,Malaysia,MV-BP100 #811,Med-Vantage Sdn Bhd,MedVantage,2018-07-28,28,3
PRK319,Ventilator,3,1,0,3,1,1,0.0,1,2,0.0,USA,Carestation 650 #240,Datex-Ohmeda Inc,Carestation,2012-05-16,,1
PRK310,Physiologic Monitoring System,5,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #834,Nihon Kohden Corp,Nihon Kohden,2020-06-26,,1
PRK300,Defibrillator,5,0,0,3,1,1,0.0,0,2,0.0,USA,Lifepak 20e #636,Physio-Control Inc,Lifepak,2003-02-10,,1
PRK320,Defibrillator,4,0,0,3,1,1,14.06,0,2,534.22,USA,Lifepak 20e #306,Physio-Control Inc,Lifepak,2004-06-17,41,2
PRK358,Infusion Pump,15,1,0,2,1,1,0.0,0,2,0.0,Ireland,Alaris GP #834,Medtronic,Alaris,2020-05-05,,1
PRK358,Physiologic Monitoring System,14,1,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #680,Nihon Kohden Corp,Nihon Kohden,2007-05-12,,1
PRK300,Physiologic Monitoring System,6,0,0,1,1,1,610.23,0,2,21396.65,USA,CARESCAPE #52,GE Healthcare,GE,2004-08-30,18,2
PRK300,Infusion Pump,13,1,0,2,1,1,20.11,1,2,2549.15,Ireland,Alaris GP #942,Medtronic,Alaris,2003-12-20,35,3
PRK312,Infusion Pump,12,1,2,2,1,1,210.76,0,2,259.17,USA,Sigma Spectrum #583,Baxter Healthcare Corp,Sigma,2010-02-22,28,3
PRK342,Infusion Pump,10,1,0,2,1,1,86.64,1,2,12.43,Germany,Infusomat Space #735,B. Braun Melsungen AG,Infusomat,2016-11-18,31,3
PRK319,Physiologic Monitoring System,8,1,0,1,1,1,150.1,0,2,2788.9,USA,CARESCAPE #367,GE Healthcare,GE,2011-05-30,36,3
PRK319,Ventilator,16,1,0,3,1,1,91.99,0,2,752.73,USA,Carestation 650 #408,Datex-Ohmeda Inc,Carestation,2014-09-10,13,2
PRK358,Physiologic Monitoring System,9,1,0,1,1,1,197.26,0,2,110.6,Japan,Life Scope #350,Nihon Kohden Corp,Nihon Kohden,2002-01-10,17,2
PRK358,Infusion Pump,10,1,1,2,2,1,748.87,0,2,201.8,Ireland,Alaris GP #501,Medtronic,Alaris,2010-05-14,24,3
PRK341,Infusion Pump,10,1,0,2,1,1,11.19,0,2,20821.16,Germany,Infusomat Space #796,B. Braun Melsungen AG,Infusomat,2016-05-06,14,2
PRK312,Infusion Pump,6,1,0,2,1,1,796.21,0,1,5949.63,Ireland,Alaris GP #766,Medtronic,Alaris,1996-11-10,23,2
PRK326,Physiologic Monitoring System,5,1,2,1,1,1,0.0,0,2,0.0,USA,CARESCAPE #552,GE Healthcare,GE,2012-10-12,,1
PRK319,Defibrillator,7,1,1,3,1,1,0.0,1,2,0.0,Netherlands,HeartStart XL #30,Koninklijke Philips N.V.,HeartStart,2002-05-17,,1
PRK341,Defibrillator,15,1,0,3,1,1,186.98,0,2,1214.74,USA,Lifepak 20e #68,Physio-Control Inc,Lifepak,2021-02-13,29,2
PRK350,Defibrillator,8,1,0,3,1,1,242.99,1,2,0.0,USA,Lifepak 20e #872,Physio-Control Inc,Lifepak,2010-07-04,18,3
PRK311,Ventilator,1,0,0,3,1,1,134.89,0,2,851.28,UK,Blease 8200p #979,Blease Medical Equipment Ltd,Blease,2020-01-09,20,2
PRK358,Sphygmomanometers,11,1,0,1,2,1,0.0,0,2,0.0,Malaysia,MV-BP100 #148,Med-Vantage Sdn Bhd,MedVantage,2017-06-20,,1
PRK330,Infusion Pump,6,0,0,2,2,1,10.08,0,2,511.8,Ireland,Alaris GP #520,Medtronic,Alaris,2016-06-24,36,2
PRK350,Infusion Pump,4,1,0,2,1,1,21.06,0,2,1229.54,Ireland,Alaris GP #888,Medtronic,Alaris,2013-01-13,47,3
PRK300,Infusion Pump,14,1,0,2,1,1,73.63,1,2,2413.37,Germany,Infusomat Space #26,B. Braun Melsungen AG,Infusomat,2009-12-15,15,2
PRK320,Infusion Pump,14,1,1,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #992,Medtronic,Alaris,1997-09-06,,1
PRK300,Infusion Pump,10,1,0,2,1,1,8.33,0,1,5858.72,USA,Sigma Spectrum #166,Baxter Healthcare Corp,Sigma,2014-02-08,39,2
PRK342,Infusion Pump,7,0,0,2,1,1,34.22,0,2,287.45,Ireland,Alaris GP #51,Medtronic,Alaris,2016-03-04,31,3
PRK300,Sphygmomanometers,6,0,0,1,1,1,12.22,1,2,0.0,USA,DS66 #508,Welch Allyn Inc,Welch Allyn,2011-07-01,15,3
PRK320,Infusion Pump,3,0,0,2,2,1,16.29,0,1,22806.23,Ireland,Alaris GP #961,Medtronic,Alaris,2016-12-20,25,2
PRK350,Sphygmomanometers,1,1,0,1,1,1,0.0,0,2,0.0,USA,DS66 #775,Welch Allyn Inc,Welch Allyn,2013-03-28,,1
PRK342,Physiologic Monitoring System,6,0,0,1,1,1,6.43,0,2,340.33,Netherlands,IntelliVue #227,Koninklijke Philips N.V.,Philips,2015-05-25,8,2
PRK341,Physiologic Monitoring System,6,0,1,1,1,1,98.69,0,2,9.27,USA,CARESCAPE #621,GE Healthcare,GE,2014-02-12,9,2
PRK342,Physiologic Monitoring System,4,0,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #465,Nihon Kohden Corp,Nihon Kohden,2016-11-01,,1
PRK341,Infusion Pump,20,1,0,2,1,1,88.79,0,2,0.0,Germany,Infusomat Space #455,B. Braun Melsungen AG,Infusomat,2005-03-13,11,2
PRK341,Physiologic Monitoring System,6,1,0,1,1,1,10.31,1,2,352.38,Netherlands,IntelliVue #83,Koninklijke Philips N.V.,Philips,2008-11-13,12,2
PRK320,Infusion Pump,10,1,0,2,1,1,36.66,0,2,1614.01,Germany,Infusomat Space #315,B. Braun Melsungen AG,Infusomat,2010-09-07,37,2
PRK300,Sphygmomanometers,11,0,0,1,2,1,11.59,1,2,17036.61,Malaysia,MV-BP100 #232,Med-Vantage Sdn Bhd,MedVantage,2011-10-28,10,2
PRK330,Infusion Pump,12,1,0,2,1,1,92.02,0,2,36.2,Germany,Infusomat Space #983,B. Braun Melsungen AG,Infusomat,2010-03-03,35,2
PRK300,Infusion Pump,5,0,0,2,2,1,2.03,0,2,8861.15,USA,Sigma Spectrum #245,Baxter Healthcare Corp,Sigma,2006-05-04,18,3
PRK333,Physiologic Monitoring System,7,1,0,1,1,1,45.73,0,2,78.16,USA,CARESCAPE #856,GE Healthcare,GE,2004-06-05,12,2
PRK330,Physiologic Monitoring System,9,1,0,1,1,1,0.0,0,2,44.04,USA,CARESCAPE #186,GE Healthcare,GE,2015-08-13,34,2
PRK312,Infusion Pump,5,0,0,2,1,1,0.0,1,2,0.0,Ireland,Alaris GP #48,Medtronic,Alaris,2005-08-29,,1
PRK350,Physiologic Monitoring System,19,1,0,1,1,1,0.0,0,2,0.0,Japan,Life Scope #845,Nihon Kohden Corp,Nihon Kohden,2015-10-31,,1
PRK342,Infusion Pump,30,1,2,2,1,1,194.48,1,1,0.0,Germany,Infusomat Space #499,B. Braun Melsungen AG,Infusomat,2007-03-05,10,2
PRK340,Physiologic Monitoring System,11,1,0,1,1,1,2.56,0,2,484.76,Netherlands,IntelliVue #975,Koninklijke Philips N.V.,Philips,2017-10-16,28,2
PRK358,Infusion Pump,11,0,0,2,1,1,1.84,0,2,22.25,USA,Sigma Spectrum #170,Baxter Healthcare Corp,Sigma,2016-07-09,4,2
PRK319,Infusion Pump,18,1,1,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #305,Baxter Healthcare Corp,Sigma,2018-10-21,,1
PRK319,Infusion Pump,15,1,0,2,1,1,28.68,0,2,93.22,USA,Sigma Spectrum #982,Baxter Healthcare Corp,Sigma,2020-06-30,8,3
PRK312,Infusion Pump,9,0,0,2,1,1,2.32,0,2,233.37,USA,Sigma Spectrum #738,Baxter Healthcare Corp,Sigma,2012-06-24,22,2
PRK340,Infusion Pump,26,1,1,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #198,B. Braun Melsungen AG,Infusomat,2012-01-03,,1
PRK319,Infusion Pump,5,0,0,2,2,1,22.56,0,2,138.84,Ireland,Alaris GP #152,Medtronic,Alaris,2010-07-17,28,2
PRK358,Infusion Pump,14,1,0,2,1,1,0.0,0,2,1764.75,Germany,Infusomat Space #429,B. Braun Melsungen AG,Infusomat,1994-11-10,37,3
PRK319,Infusion Pump,7,0,0,2,1,1,79.95,0,2,1368.62,Ireland,Alaris GP #944,Medtronic,Alaris,2008-03-01,19,2
PRK333,Infusion Pump,12,1,2,2,1,1,2.5,0,2,1153.7,USA,Sigma Spectrum #104,Baxter Healthcare Corp,Sigma,2012-11-28,12,2
PRK333,Infusion Pump,6,0,0,2,1,1,57.05,0,2,63.21,Germany,Infusomat Space #696,B. Braun Melsungen AG,Infusomat,2008-05-21,49,2
PRK319,Physiologic Monitoring System,25,1,0,1,2,1,22.69,0,2,1003.32,Netherlands,IntelliVue #146,Koninklijke Philips N.V.,Philips,2010-11-06,5,2
PRK342,Sphygmomanometers,18,1,0,1,1,1,46.86,0,2,438.76,USA,DS66 #699,Welch Allyn Inc,Welch Allyn,2017-09-20,4,2
PRK342,Infusion Pump,11,1,0,2,1,1,0.0,0,2,0.0,USA,Sigma Spectrum #832,Baxter Healthcare Corp,Sigma,2019-01-11,,1
PRK342,Defibrillator,15,1,0,3,1,1,320.75,0,2,3475.08,Netherlands,HeartStart XL #247,Koninklijke Philips N.V.,HeartStart,2010-05-19,18,2
PRK341,Infusion Pump,4,0,0,2,2,1,905.37,0,2,36.43,Ireland,Alaris GP #685,Medtronic,Alaris,2018-03-30,27,2
PRK330,Infusion Pump,2,1,0,2,1,1,0.0,0,2,0.0,Germany,Infusomat Space #524,B. Braun Melsungen AG,Infusomat,2004-09-09,,1
PRK330,Physiologic Monitoring System,5,0,0,1,1,1,98.99,0,2,0.0,Netherlands,IntelliVue #61,Koninklijke Philips N.V.,Philips,2009-12-07,36,2
PRK342,Physiologic Monitoring System,25,1,2,1,1,1,208.27,0,2,0.0,USA,CARESCAPE #407,GE Healthcare,GE,2018-02-13,16,2
PRK326,Ventilator,6,1,0,3,2,1,17.99,0,2,10.33,USA,Smartvent 7900 #757,Datex-Ohmeda Inc,Smartvent,2011-12-02,49,2
PRK330,Infusion Pump,16,1,0,2,1,1,49.09,0,2,1042.61,USA,Sigma Spectrum #867,Baxter Healthcare Corp,Sigma,2009-11-16,13,2
PRK312,Ventilator,7,1,0,3,1,1,564.69,0,2,439.47,Germany,Evita V500 #826,Drager Medical AG & Co KGaA,Evita,2010-04-06,49,2
PRK342,Infusion Pump,8,1,0,2,1,1,35.45,0,2,3795.19,Ireland,Alaris GP #656,Medtronic,Alaris,2010-12-02,32,2
PRK300,Infusion Pump,6,0,0,2,1,1,530.82,0,2,127.81,Germany,Infusomat Space #706,B. Braun Melsungen AG,Infusomat,2003-10-18,11,2
PRK360,Infusion Pump,6,1,0,2,2,1,0.0,0,2,0.0,USA,Sigma Spectrum #280,Baxter Healthcare Corp,Sigma,1996-11-28,,1
PRK311,Radiographic System,15,1,0,1,2,1,116.65,1,2,84.21,Germany,Somatom #668,Siemens Healthineers,Siemens,2011-04-25,34,2
PRK326,Infusion Pump,6,1,0,2,1,1,271.0,0,2,254.71,Germany,Infusomat Space #104,B. Braun Melsungen AG,Infusomat,2005-01-22,14,2
PRK319,Ventilator,6,1,0,3,2,1,0.0,0,2,0.0,USA,Carestation 650 #209,Datex-Ohmeda Inc,Carestation,2014-02-17,,1
PRK319,Physiologic Monitoring System,9,1,0,1,1,1,0.0,1,2,0.0,Netherlands,IntelliVue #806,Koninklijke Philips N.V.,Philips,2016-11-29,,1
PRK320,Physiologic Monitoring System,7,0,0,1,1,1,21.57,1,2,357.1,Netherlands,IntelliVue #264,Koninklijke Philips N.V.,Philips,2019-08-07,32,2
PRK342,Physiologic Monitoring System,4,0,0,1,1,1,458.04,0,2,5198.96,USA,CARESCAPE #66,GE Healthcare,GE,2017-12-17,45,2
PRK312,Defibrillator,14,1,0,3,1,1,29.69,1,2,178763.86,USA,Lifepak 20e #177,Physio-Control Inc,Lifepak,2007-02-06,13,3
PRK319,Infusion Pump,10,1,0,2,1,1,28.99,0,1,107.44,USA,Sigma Spectrum #462,Baxter Healthcare Corp,Sigma,2007-01-05,17,3
PRK310,Infusion Pump,6,1,0,2,1,1,11.54,1,2,2229.86,Ireland,Alaris GP #523,Medtronic,Alaris,2002-08-27,28,2
PRK320,Physiologic Monitoring System,4,1,0,1,1,1,48.18,0,2,748.66,Netherlands,IntelliVue #648,Koninklijke Philips N.V.,Philips,2009-06-30,50,2
PRK358,Infusion Pump,18,1,0,2,1,1,141.97,0,2,8074.33,Ireland,Alaris GP #568,Medtronic,Alaris,2005-11-21,9,2
PRK326,Infusion Pump,3,0,0,2,1,1,60.58,0,2,187.61,USA,Sigma Spectrum #600,Baxter Healthcare Corp,Sigma,2018-01-02,40,2
PRK342,Infusion Pump,13,1,0,2,1,1,2880.79,0,2,6714.11,Germany,Infusomat Space #157,B. Braun Melsungen AG,Infusomat,2017-04-25,20,2
PRK330,Infusion Pump,1,0,0,2,1,1,24.11,0,2,522.88,Ireland,Alaris GP #120,Medtronic,Alaris,2016-09-02,14,2
PRK330,Infusion Pump,9,1,0,2,1,1,11.29,0,2,391.68,USA,Sigma Spectrum #329,Baxter Healthcare Corp,Sigma,1999-08-17,35,2
PRK358,Infusion Pump,9,1,0,2,1,1,42.99,0,2,963.98,USA,Sigma Spectrum #647,Baxter Healthcare Corp,Sigma,2006-07-14,40,2
PRK300,Defibrillator,2,0,0,3,1,1,100.84,0,2,958.59,Netherlands,HeartStart XL #522,Koninklijke Philips N.V.,HeartStart,2015-03-08,37,2
PRK358,Infusion Pump,3,1,0,2,1,1,5.49,1,2,83.71,USA,Sigma Spectrum #240,Baxter Healthcare Corp,Sigma,2015-02-07,12,2
